s,a,r,sp
64232,0,-1,28669
69688,0,-1,13810
48553,1,0,35248
18253,1,0,50446
26993,0,0,5774
24186,1,0,44792
81550,1,0,87559
43910,1,0,30386
14347,0,0,1895
23101,0,0,48933
81981,0,0,86971
17935,0,0,6354
20499,1,0,67194
94493,0,0,14275
48933,0,0,15699
86971,0,-1,95512
4762,0,-1,52708
9882,0,0,73328
32113,0,-1,94759
43400,0,-1,4215
50805,0,0,92937
66511,1,0,46792
2465,0,0,87717
74644,1,0,56536
2529,1,0,73774
92937,1,0,34961
46792,1,0,67790
87717,0,-1,74989
56867,0,0,96645
92821,0,0,76769
33209,0,0,71572
60597,1,0,15756
79183,0,-1,66320
79669,0,-1,37883
91624,0,0,65833
10835,0,0,30617
65833,0,0,48951
30617,0,-1,96377
76214,0,0,85562
59136,1,0,39417
56203,1,0,76982
83621,1,0,49161
95154,1,0,43864
85562,0,0,90160
39417,0,0,61112
84357,0,0,4690
87770,1,0,45862
66121,1,0,33509
73530,0,-1,66867
60559,0,0,15549
63063,0,-1,24542
3399,0,0,16
93410,0,0,78230
23866,0,0,49859
16,0,-1,61397
2416,0,-1,99071
50805,0,0,92937
66511,1,0,46792
2465,1,0,84357
74644,0,0,31628
2529,1,0,73774
92937,1,0,34961
46792,1,0,67790
84357,1,0,99946
31628,0,-1,60050
44717,0,0,12337
68753,0,0,84605
36428,0,0,80062
42108,0,0,32685
4762,0,-1,52708
18098,0,0,94695
4171,0,-1,94759
30591,0,-1,4215
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,2,0,38285
83359,0,0,18380
86410,1,0,18351
13804,0,0,67927
60004,0,0,27573
41718,0,0,33018
78092,2,0,50654
78063,0,0,41199
64566,0,0,24253
71146,0,-1,13026
47941,0,-1,19534
49501,0,-1,95524
36543,0,0,66549
95966,0,-1,12600
32983,0,0,24171
58858,1,0,39139
94812,1,0,15591
66991,1,0,87770
94876,1,0,66121
24171,0,0,32919
43289,1,0,80639
19741,0,0,88558
81981,0,0,86971
17935,1,0,69144
88315,0,-1,20429
41526,0,0,9095
26762,0,0,80628
82647,0,-1,57796
27122,0,0,34192
26298,0,-1,18466
17767,0,0,66603
52728,0,-1,4086
81466,1,0,51809
12279,1,0,83359
21019,0,0,13673
32085,1,0,13804
89449,0,0,84381
51809,1,0,38285
83359,0,0,36179
92585,0,-1,15138
4418,1,0,62510
52156,0,-1,78055
60533,0,0,20941
57147,0,-1,26098
55140,0,0,5053
50244,1,0,81505
5053,0,0,49654
81505,0,0,76013
49654,0,0,83473
76013,0,-1,41736
34777,1,0,21472
20829,0,0,71709
98962,1,0,19741
87493,1,0,8272
99026,1,0,86623
2538,0,0,5785
64134,2,0,94493
93450,0,0,12938
81981,1,0,33433
17935,0,0,6354
5785,0,0,34023
94493,0,0,14275
12938,0,-1,23673
18808,1,0,51025
8081,0,-1,63263
37443,0,0,50688
81555,0,-1,40932
20734,0,0,39836
55015,0,-1,41736
68602,1,0,38945
38302,1,0,70495
47042,1,0,73546
19221,1,0,940
76585,0,0,17738
46279,0,0,86697
43289,0,0,37335
93450,0,0,12938
81981,1,0,33433
36206,0,-1,96223
63060,0,0,77964
57589,0,0,36028
83542,0,-1,7795
86652,1,0,83285
10953,0,-1,96710
21758,0,0,61051
60698,0,0,79800
61051,0,-1,61637
96110,1,0,82805
26923,0,0,9634
68203,0,0,25115
83621,1,0,49161
95154,1,0,43864
59779,0,0,91764
93128,2,0,53737
25115,0,0,9262
49161,0,0,68190
73774,1,0,41162
99139,0,-1,62717
56409,0,-1,95265
93146,0,0,81064
46416,0,-1,87798
43087,1,0,16420
80852,0,0,88910
16420,1,0,30278
88910,0,-1,33065
77330,1,0,47673
8143,2,0,79223
16883,1,0,82274
89062,1,0,9668
30074,1,0,52435
47673,1,0,17797
79223,0,0,82640
50670,0,0,94812
87770,0,0,3574
86623,0,0,4966
20499,0,0,66432
594,0,-1,54020
33630,1,0,99021
17368,0,-1,51561
56882,0,0,36401
58861,0,-1,14867
17767,0,0,66603
83249,0,0,76347
66603,0,-1,33065
34539,1,0,4882
65352,1,0,36432
57740,1,0,39483
46271,1,0,66877
87283,0,0,74785
19678,1,0,89802
34876,0,0,58858
15591,1,0,31180
87770,0,0,99424
39631,0,-1,64762
59469,0,0,13447
3811,0,0,96379
69370,0,0,21060
3102,0,-1,72871
56731,0,0,88716
32113,0,-1,94759
30591,0,-1,4215
31761,1,0,2104
1461,1,0,33654
10201,1,0,75592
82380,0,0,37643
95154,1,0,43864
59779,0,0,91764
39417,1,0,76767
76982,1,0,92571
37643,0,0,66680
43864,0,0,71146
91764,0,-1,31483
97365,0,0,12496
95243,0,0,13034
71593,0,-1,95645
25346,0,0,82899
26298,0,-1,18466
93185,0,-1,33065
82913,0,0,76967
30078,1,0,1158
22466,1,0,4209
10997,1,0,31603
52009,1,0,74370
76967,0,-1,81435
70500,0,0,26264
8381,0,0,22812
19696,0,0,58527
79733,1,0,30769
98684,0,-1,96982
80691,1,0,81815
80995,0,0,9233
57336,0,0,3293
81815,0,0,1303
9233,0,0,46416
3293,0,-1,48641
19608,0,-1,73973
62351,1,0,32694
32051,1,0,64244
40791,1,0,67295
12970,1,0,94689
70334,1,0,37456
32694,0,0,37292
64244,2,0,67080
67295,0,0,99947
6019,1,0,3171
48786,0,0,30161
46076,0,0,23933
60137,0,0,95483
4690,0,-1,95491
87347,0,0,90559
8081,0,-1,63263
10953,0,-1,96710
78102,0,-1,61637
81721,0,0,28321
1895,1,0,43289
98962,1,0,19741
87493,0,0,99490
91475,1,0,17935
72682,1,0,18158
90953,2,0,54348
93450,1,0,39601
99490,0,0,25618
17935,1,0,69144
18158,0,0,66208
54348,0,0,42767
39601,0,0,59633
25618,0,0,34057
69144,0,0,39749
66208,2,0,97469
42767,0,-1,54020
95039,0,-1,5428
64232,0,-1,28669
69688,0,-1,13810
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,51867
89449,1,0,72923
51809,0,0,56407
83359,0,0,36179
4209,1,0,19798
69666,0,-1,35091
34665,0,0,77780
19248,0,0,53954
6526,0,-1,79666
35857,0,0,28857
64910,0,-1,33042
27782,1,0,25170
60973,0,0,50950
25170,0,-1,62254
81538,1,0,51881
12351,1,0,83431
4739,1,0,86482
93270,0,0,37643
95154,1,0,43864
59779,0,0,91764
39417,0,0,53737
76982,1,0,92571
37643,0,0,66680
43864,1,0,33787
91764,0,-1,24108
56687,0,-1,43529
75809,0,0,84548
48856,0,-1,6975
72226,0,0,18159
1751,0,-1,78968
9374,1,0,96069
40187,0,0,1561
60130,1,0,41873
87548,0,0,2162
39744,1,0,45753
2104,1,0,88580
35280,0,0,93638
84357,0,0,73456
31628,0,-1,60050
44717,1,0,36040
90855,0,0,51565
59216,2,0,20258
2569,0,0,52995
42023,1,0,55771
64864,0,-1,26166
9455,0,-1,18466
17767,0,0,66603
16420,0,0,98706
66603,0,-1,33065
81466,1,0,51809
12279,0,0,46098
21019,0,0,28844
47256,1,0,67862
4620,1,0,10629
66980,1,0,37104
156,0,-1,41689
85800,0,-1,98308
19073,0,0,16377
84759,1,0,59730
43278,0,0,88832
47611,2,0,29330
52077,1,0,16941
88832,0,-1,33515
86517,0,0,23442
52290,0,0,71778
23442,0,0,1881
71778,0,-1,83568
84899,1,0,55242
54599,0,0,52072
26993,1,0,53497
15524,1,0,80891
56536,1,0,40010
35248,0,0,12513
41091,0,0,85985
15591,1,0,31180
87770,1,0,45862
66121,0,0,30257
34523,0,0,34023
69585,0,-1,54020
4486,0,0,95039
57017,0,0,1748
91051,0,-1,15062
89266,0,0,63624
98697,0,-1,82619
83473,0,-1,5972
12454,1,0,43910
43267,1,0,14347
52007,0,0,67874
87493,1,0,8272
99026,1,0,86623
2538,1,0,77365
43289,0,0,37335
51521,0,0,35418
81981,0,0,86971
17935,1,0,69144
20499,0,0,66432
37335,0,0,90953
35418,0,-1,23673
79183,0,-1,66320
80431,0,0,2453
73620,0,-1,88466
68753,0,0,8046
2416,0,-1,99071
9374,0,0,3428
40187,1,0,11267
48927,1,0,14318
76345,1,0,41712
78470,0,0,23492
14631,0,-1,91105
63818,0,0,9112
45444,1,0,95521
76937,1,0,85254
6213,0,-1,59991
8880,0,0,85096
59713,1,0,36267
31468,0,0,51250
85096,0,-1,30089
43298,0,0,68736
50802,0,0,56282
53735,0,-1,73973
31761,1,0,2104
1461,1,0,33654
10201,1,0,75592
82380,0,0,37643
95154,1,0,43864
59779,0,0,91764
39417,1,0,76767
76982,1,0,92571
37643,0,0,66680
43864,0,0,71146
91764,0,-1,24108
6342,0,0,12774
95521,0,0,74425
32984,0,-1,60261
28849,0,-1,90268
39466,0,-1,73734
41717,1,0,28412
72530,2,0,43610
81270,1,0,46661
69801,1,0,74055
10813,1,0,33174
28412,1,0,98536
43610,0,0,1895
19741,0,0,88558
81981,0,0,86971
17935,1,0,69144
20499,0,0,66432
94493,0,0,14275
88558,0,0,93450
86971,0,-1,95512
42023,0,0,42280
64864,2,0,39835
8004,0,-1,60533
66216,0,0,64854
87694,0,-1,33042
42013,0,-1,62254
90573,1,0,60916
60273,0,0,15761
74330,0,0,67874
87493,1,0,8272
99026,0,0,28029
34023,1,0,20499
14275,0,-1,54020
56669,0,0,90788
46866,1,0,57017
33046,0,0,63173
16132,1,0,33175
90788,0,-1,5428
84285,0,0,97254
60513,0,0,55445
97196,1,0,28457
97254,0,-1,28669
90817,0,-1,13810
77330,1,0,47673
8143,0,0,1592
60161,1,0,3017
48692,1,0,30411
89704,1,0,73178
68416,0,0,86697
35887,0,0,94493
93450,0,0,12938
81981,1,0,33433
17935,0,0,6354
18158,1,0,34023
94493,0,0,14275
12938,0,-1,23673
18808,0,0,79915
8081,0,-1,63263
37443,0,0,50688
81555,0,-1,40932
83473,0,-1,5972
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,84381
51809,1,0,38285
83359,1,0,86195
86410,0,0,1556
91276,0,0,73601
32375,0,-1,22559
3352,2,0,75634
26289,0,0,73058
90944,0,0,63905
3102,0,-1,72871
9882,0,0,73328
33790,0,0,43431
66676,0,0,69812
73328,0,-1,81270
80000,0,-1,82155
82913,1,0,69608
30078,0,0,63897
22466,0,0,75729
94141,1,0,14747
35153,1,0,57514
52752,0,0,25746
54324,0,0,86263
80342,0,-1,43755
64520,1,0,90850
61587,0,0,63920
96187,0,-1,95615
36048,1,0,92387
55111,1,0,70976
50282,0,-1,53106
85485,0,0,50678
60698,0,0,79800
50678,0,0,75469
79800,0,-1,7585
31761,1,0,2104
1461,1,0,33654
10201,1,0,75592
82380,2,0,2986
39744,1,0,45753
2104,0,0,27586
39417,1,0,76767
76982,1,0,92571
49161,0,0,68190
73774,0,0,78521
34961,0,0,23933
60137,0,0,38520
51682,0,0,94212
86971,0,-1,95512
4762,0,-1,52708
398,0,-1,81270
17901,0,-1,82155
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,51867
89449,0,0,84381
51809,1,0,38285
83359,0,0,18380
86410,1,0,18351
51867,0,-1,66859
80605,0,-1,16869
15675,0,0,79069
93568,0,0,2311
76928,1,0,74332
62631,0,-1,47720
70045,0,0,69627
97014,0,0,89668
69627,0,0,78066
89668,0,-1,89476
31850,1,0,2193
62663,1,0,33743
71403,1,0,36794
43582,1,0,64188
84594,1,0,6955
2193,0,0,37618
64570,0,0,1895
19741,1,0,51682
8272,2,0,5251
86623,0,0,4966
97469,0,-1,20429
60821,0,0,75900
30878,0,0,21431
38624,0,0,4229
12595,0,0,79733
75900,2,0,98684
21431,0,-1,24542
16,2,0,81908
88050,0,0,37433
49859,0,-1,75186
29305,0,-1,51174
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,84381
51809,0,0,56407
83359,0,0,18380
86410,0,0,85197
13804,1,0,10956
84381,0,-1,30368
43370,0,-1,93735
26290,0,-1,46501
34901,0,0,64485
16983,1,0,1363
64485,0,0,65118
27362,0,0,46464
65118,0,0,42647
46464,0,-1,12600
81466,0,0,1488
54599,1,0,86792
63339,1,0,28730
35518,1,0,56124
92882,1,0,60004
1488,0,-1,69010
41723,1,0,19586
58861,0,0,10003
54255,0,0,24470
77900,0,0,12595
41526,1,0,96685
63063,0,-1,24542
88944,0,0,22209
47418,0,0,88050
31508,0,0,65327
22209,0,-1,61397
56848,0,0,88833
66491,0,-1,41579
58938,1,0,45633
28638,1,0,60831
37378,1,0,63882
25909,1,0,91276
66921,1,0,50395
45633,0,0,54241
36432,0,0,74976
43006,0,0,56203
49161,1,0,62492
43864,2,0,33787
91764,0,-1,31483
64062,0,-1,91115
95674,0,0,43724
1024,0,0,63843
31708,0,0,68941
65943,0,-1,55760
34079,0,-1,51174
9374,1,0,96069
40187,1,0,11267
48927,1,0,14318
76345,1,0,41712
78470,0,0,12289
96069,0,0,84315
11267,0,0,73843
41873,1,0,57462
69267,1,0,66419
23492,0,-1,98112
11114,0,0,42329
78549,0,-1,87265
43456,0,0,36456
38475,0,0,33407
7537,0,-1,84224
97422,0,0,66549
90101,0,-1,12600
58938,1,0,45633
28638,1,0,60831
37378,1,0,63882
25909,1,0,91276
66921,1,0,50395
45633,0,0,54241
36432,0,0,74976
43006,0,0,2465
56536,0,0,68190
73774,1,0,41162
99139,0,-1,62717
56409,0,-1,95265
99824,0,0,26673
46416,0,-1,87798
43087,0,0,52728
66724,0,0,12113
52728,0,-1,4086
81538,1,0,51881
12351,1,0,83431
4739,1,0,86482
93270,1,0,13876
34282,1,0,56643
51881,1,0,83118
83431,0,0,59136
76982,0,0,66081
49161,0,0,68190
73774,0,0,9755
56863,0,0,87006
1895,0,0,6074
12938,0,-1,23673
79183,0,-1,66320
79669,2,0,2453
73620,0,-1,88466
83874,0,0,97673
2416,0,-1,99071
34539,1,0,4882
65352,1,0,36432
57740,0,0,70269
88681,1,0,70400
46045,1,0,13167
8405,0,0,34961
46792,0,0,92346
80064,0,-1,95491
16256,1,0,87347
13323,0,0,10816
59991,0,0,92908
96905,0,-1,76740
84285,1,0,43692
89441,0,0,68960
71384,0,-1,11850
92190,0,0,29305
80232,0,0,12217
29305,0,-1,51174
41717,1,0,28412
72530,0,0,71709
98962,0,0,3544
25618,1,0,81981
91475,1,0,17935
34023,1,0,20499
64134,0,0,69585
3544,0,0,48933
81981,1,0,33433
17935,0,0,6354
20499,0,0,66432
69585,0,-1,54020
33630,0,0,22981
57017,1,0,89210
91051,0,-1,15062
66460,0,-1,84224
42647,0,-1,73973
36929,1,0,7272
67742,1,0,38822
60130,0,0,63968
82380,1,0,2986
39744,1,0,45753
2104,0,0,34961
46792,0,0,92346
80064,0,-1,95491
16256,0,0,93950
76269,1,0,90127
59991,0,0,92908
96905,0,-1,76740
81603,0,0,26193
37094,1,0,46743
71384,0,-1,11850
1881,0,0,52571
52290,0,0,71778
52571,0,-1,51174
48553,1,0,35248
18253,1,0,50446
26993,1,0,53497
15524,1,0,80891
56536,1,0,40010
35248,1,0,5372
50446,0,0,10481
17398,0,0,98962
8272,0,0,17579
17935,0,0,6354
20499,0,0,66432
594,0,-1,54020
33630,0,0,22981
32135,0,0,46866
91051,0,-1,15062
66460,0,-1,84224
42647,0,-1,73973
96110,1,0,82805
26923,0,0,9634
68203,1,0,49946
56734,1,0,77340
97746,0,0,5231
59779,0,0,91764
93128,0,-1,65074
71188,1,0,21289
2705,1,0,49885
67803,0,0,3784
71504,0,-1,80043
72306,0,0,44456
67325,1,0,43084
79078,0,-1,48641
97422,0,0,66549
27362,2,0,52240
66549,0,0,46190
52240,0,0,46920
46190,0,-1,73973
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,67038
4620,1,0,10629
66980,0,0,71578
98530,0,0,33024
17406,0,0,32381
15403,0,0,74055
73774,1,0,41162
99139,0,-1,62717
56409,0,-1,95265
24966,0,0,81815
6581,0,-1,87798
43087,1,0,16420
17767,0,0,66603
16420,0,0,98706
66603,0,-1,33065
77330,0,0,75775
67773,0,0,71709
98962,0,0,3544
25618,1,0,81981
91475,1,0,17935
66208,0,-1,20429
37275,1,0,60821
8908,0,0,15237
73258,1,0,38624
79733,1,0,30769
60821,0,0,75900
15237,0,0,43475
38624,1,0,54489
30769,0,0,31026
75900,0,-1,96982
65943,0,-1,55760
92190,0,0,29305
25800,0,-1,83568
9374,1,0,96069
40187,1,0,11267
48927,1,0,14318
76345,1,0,41712
78470,0,0,23492
7272,1,0,77396
38822,0,0,68675
75592,1,0,7533
2986,0,0,83621
1022,0,-1,13026
7733,0,0,40288
78549,0,-1,87265
43456,0,0,36456
85133,0,0,39272
66460,0,-1,84224
97422,0,0,66549
95966,0,-1,12600
50805,1,0,21148
20505,0,0,28950
56203,1,0,76982
83621,0,0,24253
95154,0,0,1022
59779,1,0,34606
28950,1,0,59136
76982,1,0,92571
24253,0,-1,60328
38317,0,-1,5709
72292,0,0,70284
39646,0,0,9964
84581,1,0,81985
70284,0,-1,21172
43497,0,-1,73734
73681,1,0,44024
43381,1,0,75574
52121,1,0,78625
24300,1,0,6019
81664,1,0,48786
44024,0,0,51155
78107,0,0,66511
84357,1,0,99946
56536,0,0,68190
73774,0,0,9755
30373,0,-1,66867
68223,0,0,28836
30878,0,0,21431
82647,0,-1,57796
87497,0,-1,45687
21463,0,0,69627
59588,0,-1,89476
39923,1,0,10266
70736,1,0,41816
79476,1,0,44867
51655,0,0,21013
94876,1,0,66121
98388,0,0,34523
43289,0,0,37335
93450,1,0,39601
43348,0,0,18216
17935,0,0,6354
97469,0,-1,20429
74312,0,0,15549
30878,1,0,3160
80014,0,-1,57796
87497,0,-1,45687
85468,0,0,80000
97014,0,0,89668
80000,0,-1,82155
84899,1,0,55242
54599,1,0,86792
63339,1,0,28730
35518,1,0,56124
92882,0,0,82980
27873,1,0,97997
43071,0,0,63213
86482,0,0,56203
49161,1,0,62492
1022,0,-1,22003
358,0,0,1679
39940,0,-1,35529
19238,0,0,96837
72174,0,0,96106
29159,0,0,75005
81854,0,-1,82619
83473,0,-1,5972
81466,1,0,51809
12279,2,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,84381
51809,1,0,38285
83359,0,0,18380
86410,0,0,85197
13804,1,0,10956
84381,0,-1,41917
77949,1,0,94992
58044,0,-1,43330
11918,0,-1,16297
13721,0,0,97048
5253,0,0,48418
91562,0,0,63102
48418,0,0,95088
63102,0,-1,5972
39923,1,0,10266
70736,1,0,41816
79476,0,0,63724
66991,1,0,87770
94876,1,0,66121
98388,0,0,34523
43289,1,0,80639
67874,0,0,66026
81981,1,0,33433
17935,0,0,6354
97469,0,-1,20429
41526,0,0,9095
6974,0,0,59150
38624,0,0,4229
72658,0,-1,83055
79303,0,-1,10358
94994,0,0,41939
90101,0,-1,12600
34777,1,0,21472
20829,0,0,71709
98962,0,0,3544
25618,1,0,81981
91475,1,0,17935
34023,0,0,97469
64134,0,0,69585
3544,0,0,48933
81981,1,0,33433
17935,1,0,69144
97469,0,-1,20429
19561,0,-1,96982
80691,0,0,65943
67325,0,0,1144
57336,1,0,46135
65943,0,-1,55760
34079,0,-1,51174
77330,0,0,75775
67773,1,0,83614
60161,1,0,3017
48692,0,0,80402
99026,1,0,86623
28083,0,0,18158
90953,1,0,54348
93450,1,0,39601
43348,1,0,25618
17935,0,0,6354
18158,0,0,66208
54348,0,0,42767
39601,0,0,59633
25618,0,0,34057
6354,0,-1,96223
77964,0,-1,79195
79303,0,-1,10358
46190,0,-1,73973
84899,1,0,55242
54599,0,0,88418
63339,1,0,28730
35518,1,0,56124
92882,0,0,82980
27873,1,0,97997
22162,0,-1,71878
10215,1,0,67105
2845,1,0,99824
89470,0,0,72550
21999,0,0,38202
13636,0,0,51905
46382,0,0,73529
39419,0,-1,15062
66460,0,-1,84224
46190,0,-1,73973
84899,1,0,55242
54599,0,0,88418
63339,1,0,28730
35518,1,0,56124
92882,1,0,60004
55242,0,0,59840
88418,0,-1,94132
32469,1,0,89359
25099,2,0,83191
24300,0,0,51647
72265,0,0,60745
17786,1,0,94747
46382,0,0,73529
91051,0,-1,15062
7537,0,-1,84224
59681,0,0,53735
11681,0,0,56282
53735,0,-1,73973
50805,1,0,21148
20505,1,0,52698
29245,0,0,25115
83621,0,0,31628
2529,1,0,73774
6041,1,0,25629
46792,0,0,92346
63724,1,0,94812
62862,0,-1,3087
65219,0,0,7497
29843,1,0,46886
9938,0,-1,60533
9877,0,0,13142
56882,0,0,36401
64637,0,0,28107
13142,0,-1,99648
63007,0,0,56105
60430,0,-1,828
90573,0,0,27037
2683,1,0,34876
11423,1,0,37927
99954,1,0,65321
40966,1,0,24440
27037,2,0,7924
34876,2,0,37712
37927,1,0,69868
65321,1,0,78825
24440,0,0,94876
30373,0,-1,66867
49101,0,0,45392
30878,0,0,21431
38624,0,0,4229
28452,0,0,53243
45392,0,0,41526
21431,0,-1,24542
16,0,-1,61397
23545,0,-1,99071
36929,1,0,7272
67742,1,0,38822
60130,0,0,63968
82380,1,0,2986
39744,1,0,45753
2104,1,0,88580
33654,0,0,66511
87717,0,-1,74989
56867,1,0,83197
92821,0,0,56267
15024,0,0,16369
44257,0,0,44427
87347,0,0,90559
8081,0,-1,63263
53524,0,-1,96710
75469,0,-1,61637
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,51867
89449,2,0,72923
51809,1,0,38285
83359,1,0,86195
86410,0,0,85197
51867,0,-1,51947
51521,0,0,98111
86520,2,0,58802
69194,0,0,28324
82143,0,0,90397
76953,0,-1,98056
41193,0,0,38292
39656,0,0,11222
19500,1,0,69812
73328,0,-1,81270
6490,0,0,17901
33006,0,-1,89476
45726,1,0,32421
15426,1,0,47619
24166,1,0,50670
12697,1,0,94416
53709,1,0,37183
32421,0,0,27308
39139,0,0,96496
19741,0,0,88558
81981,0,0,86971
17935,0,0,6354
18158,1,0,34023
594,0,-1,54020
84018,0,0,99021
17368,0,-1,51561
64910,0,-1,33042
20423,0,0,25170
94060,0,0,83159
25170,0,-1,62254
9374,1,0,96069
40187,1,0,11267
48927,1,0,14318
76345,0,0,79775
78470,1,0,831
96069,0,0,95518
38822,1,0,41658
41873,0,0,58027
2162,0,0,66680
43864,0,0,71146
91764,0,-1,31483
97365,1,0,52524
96218,0,-1,39501
16140,0,-1,22098
10498,0,0,56848
25859,0,0,66491
56848,0,0,88833
66491,0,-1,41579
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
83359,0,0,18380
86410,0,0,85197
13804,1,0,10956
72923,0,0,24140
56407,0,-1,1923
9657,0,-1,37070
50419,0,-1,11691
53876,0,0,49747
82185,0,-1,94157
76214,0,0,85562
59136,1,0,39417
56203,0,0,80342
83621,0,0,24253
95154,1,0,43864
85562,0,0,90160
39417,1,0,76767
80342,0,-1,52732
84272,0,-1,52433
89209,1,0,3067
66253,0,-1,44696
29802,0,0,83864
45825,1,0,94337
83864,0,-1,33158
71135,1,0,57830
1948,0,0,28672
94812,1,0,15591
66991,0,0,67012
99026,0,0,28029
34023,1,0,20499
64134,0,0,69585
93450,1,0,39601
34057,0,-1,95512
7870,0,0,39682
29843,1,0,46886
67993,0,-1,60533
37044,1,0,91
27954,0,0,22910
64637,0,0,28107
91,0,0,78530
22910,0,-1,33042
42013,0,-1,62254
81466,1,0,51809
12279,0,0,46098
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,1,0,38285
46098,0,-1,25864
64201,0,0,50939
72656,1,0,30748
88209,0,0,84195
11491,2,0,28534
83479,0,0,15573
49885,0,0,46675
2105,0,-1,84345
87219,0,0,84318
39874,0,0,17476
33407,0,-1,4354
42013,0,-1,62254
38062,0,0,85562
59136,0,0,93128
56203,1,0,76982
83621,1,0,49161
95154,1,0,43864
85562,0,0,90160
93128,0,-1,65074
71188,0,0,45821
95052,1,0,42232
31006,1,0,43179
58251,0,-1,80043
24966,0,0,81815
67325,1,0,43084
57336,0,0,3293
81815,0,0,1303
43084,0,0,62186
3293,0,-1,48641
19608,0,-1,73973
81466,1,0,51809
12279,1,0,83359
21019,0,0,28844
47256,1,0,67862
4620,1,0,10629
66980,1,0,37104
98530,0,0,33024
28317,0,-1,77731
67011,0,0,17134
70564,1,0,60487
31654,0,0,77760
36871,0,-1,60489
16377,0,0,50196
59730,0,0,94751
57598,0,-1,68080
96174,2,0,97152
15142,0,-1,30535
41717,0,0,28321
1895,0,0,6074
48933,1,0,93450
25618,1,0,81981
91475,1,0,17935
72682,0,0,88315
6074,0,0,94493
93450,0,0,12938
81981,0,0,86971
17935,1,0,69144
88315,0,-1,20429
60821,0,0,75900
63063,0,-1,24542
84151,0,-1,61397
76423,1,0,28906
22464,0,-1,41579
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
83359,0,0,99265
67295,0,0,88617
94689,0,0,56709
48786,1,0,78996
48622,0,-1,96671
4405,0,0,12507
96218,0,-1,39501
99134,0,-1,22098
11260,0,0,23761
22464,0,-1,41579
3485,1,0,90180
73185,1,0,5378
81925,1,0,8429
70456,1,0,35823
11468,1,0,94942
90180,1,0,60304
5378,0,0,78631
46661,0,0,98962
8272,2,0,5251
86623,0,0,4966
20499,0,0,66432
594,0,-1,54020
33630,0,0,22981
57017,0,0,1748
30988,0,0,14454
51153,0,-1,95267
65943,0,-1,55760
34079,0,-1,51174
31850,1,0,2193
62663,1,0,33743
71403,1,0,36794
43582,0,0,33078
70660,0,0,47990
2538,0,0,5785
90953,0,0,594
93450,1,0,39601
34057,0,-1,95512
295,0,0,93393
78664,0,0,32431
9938,0,-1,60533
37044,1,0,91
63479,0,-1,33042
20423,0,0,25170
84369,1,0,5124
25170,0,-1,62254
96110,1,0,82805
26923,1,0,98003
35663,1,0,17406
63081,1,0,44800
4093,1,0,87567
82805,0,0,19943
46895,0,0,59136
76982,0,0,66081
49161,0,0,60815
43864,1,0,33787
91764,0,-1,24108
9112,0,0,5132
88843,0,-1,47154
67900,0,-1,56663
45825,0,0,30645
50693,0,-1,33158
62351,1,0,32694
32051,1,0,64244
40791,0,0,5888
24300,1,0,6019
81664,1,0,48786
44024,1,0,14148
75574,0,0,13128
8421,0,0,9262
49161,1,0,62492
43864,0,0,71146
34606,0,0,51622
61112,2,0,3136
16637,0,-1,74989
83197,0,0,60202
76769,0,0,76269
12944,0,-1,55252
94247,0,-1,75186
34079,0,-1,51174
34539,0,0,15764
7762,1,0,39955
16502,0,0,25115
83621,1,0,49161
95154,1,0,43864
85324,0,-1,24108
47046,1,0,6342
86740,0,0,57585
84312,0,0,68851
81403,0,0,44849
97365,1,0,52524
57585,0,-1,39501
99134,0,-1,22098
10498,0,0,56848
25859,1,0,96939
56848,0,0,88833
96939,0,0,57066
88833,0,-1,99071
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,84381
51809,0,0,37292
64244,1,0,67080
67295,0,0,99947
6019,0,0,54163
74050,0,0,96502
30373,0,-1,66867
49101,1,0,4260
31602,0,0,80628
82647,0,-1,57796
69714,0,-1,45687
18663,0,0,38445
6705,0,0,33006
38445,0,-1,82155
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,29339
66921,1,0,50395
45633,0,0,54241
36432,1,0,84029
39483,1,0,55072
66053,0,-1,45983
6670,0,0,66173
72018,0,-1,66529
52862,0,0,646
42092,0,0,35092
95302,0,0,45473
26298,0,-1,18466
44393,0,0,13544
11059,0,-1,4086
82913,1,0,69608
30078,1,0,1158
22466,1,0,4209
10997,0,0,69666
52009,0,0,68972
52752,1,0,22876
84302,1,0,31899
87353,0,0,88344
32479,0,0,66402
39631,0,-1,64762
